Name,Actual_WAR,Predicted_WAR
Johan De Los Santos,4.7,3.200864
Ivan Herrera,1.7,1.7022179
Devin Saltiban,-0.3,-0.08766398
Matt Chapman,2.3,0.10093523
Jonathan de los Santos,-0.8,1.1175642
Sergio Gonzalez,0.7,0.88421106
Omar Galindo,1.6,1.2240618
Steve Scarberry,1.6,1.9674547
Rich Monroe,3.3,2.2556417
Francisco Rios,0.9,1.555677
Alex Vidana,0.3,0.41792417
Ty France,0.7,0.71800846
Joaquin Sandoval,0.5,2.3357668
Yordan Alvarez,3.8,4.39526
Devin Beck,-0.5,0.32245174
Steve Knutson,-0.1,0.15461114
Brent Rooker,3.3,2.110257
Joey Bart,1.2,1.0839282
Ben Williamson,1.9,1.1228327
Carlos Castillo,-0.3,0.14524367
Josh Cheeseman,4.1,2.6093192
Erik Gifford,2.3,2.9919794
Cody Miele,0.3,0.41731447
Josh Land,3.1,2.4277344
Ben Williamson,2.7,0.75189954
Edinson Duran,0.4,0.14609239
Alex Chirinos,1.9,-0.7413872
Pete Vallis,1.7,2.1156702
Xavier Pantoja,-1.0,0.6291199
Aaron Bevilacqua,-0.8,-0.2282665
Danny Ramirez,0.6,0.98300076
Art Valencia,0.4,0.21607979
Alex Garcia,0.2,0.7607127
Roman Anthony,3.5,4.561843
Omar Salinas,-0.1,-0.04780532
Eustachio Mastroianni,0.1,0.4462415
Luis Serna,-0.5,-0.3840033
Jonatan Clase,0.4,1.4199839
Samuel Zavala,0.6,0.27528384
Ramon Urias,-1.6,0.30861095
Jorge Polanco,-1.6,1.4167341
Juan Guerra,5.9,8.172442
Brad Partington,4.3,1.4893721
Matt Vierling,-0.1,0.9279526
Griff O'Ferrall,1.8,1.9042693
Jared Triolo,1.9,1.6217083
Allen Facundo,0.1,-0.39743602
Danny Gonzalez,1.6,2.2681103
Keider Montero,-0.1,-0.4135321
Thomas Ireland,-0.1,-0.5217367
Marcos Hammer,1.3,1.9824568
Jeimer Candelario,4.4,1.3514745
Pat Guggenbiller,1.2,0.43098247
Hector Vigil,0.3,1.0059265
Joe Doane,0.9,-0.27415088
Dalton Rushing,-0.1,0.36624253
Mario Izurieta,6.7,5.894307
Jesus Murillo,2.8,1.8231983
Ty Madden,-0.1,-0.45380387
Eddie Wise,0.4,0.44635114
Miguel Garcia,3.6,4.5574813
Raul Martinez,1.6,0.0062878532
Alberto Rios,0.5,0.3866162
Kevin Foss,0.1,0.1463547
Eric Lane,-0.2,-0.020790933
Jordan Lawlar,1.1,1.3977
J.J. Garton,4.0,2.5209734
Brandon Nimmo,0.6,1.8202583
Eric Lane,0.1,0.41424122
John Robben,0.3,0.5729342
Jake Burger,0.5,0.43528217
Vicente Ferrer,0.6,1.5971355
Sonny Gray,-0.1,-0.4740296
Sal Stewart,0.8,1.021969
Rafael Villa,4.0,3.713982
Jesus Rocha,2.0,0.8485829
Chris McKeon,0.6,0.5403144
Willie Escandon,0.2,-0.51796895
Chris Grosso,0.6,2.1656392
Ashly Andujar,4.3,2.7425098
Andy Montell,-0.2,0.6036714
Sang-hun Shim,0.7,1.6470093
Bryan Underwood,0.5,0.29436493
Hector Osorio,0.1,0.26099598
Ricardo Vasquez,-0.2,-0.5521151
Nick Maton,0.1,0.48922312
Jose Fermin,-0.1,-0.4251316
Jake Corrigan,0.5,1.591528
Maikel Garcia,0.1,1.4293838
Noah Bowens,0.7,0.5863105
Chris Milligan,1.9,0.43473047
Phil LaVenture,0.2,1.0347948
Ethan Hendricks,-0.2,-0.44361725
Chris LaMond,-0.2,0.42731014
Gabriel Arias,1.1,1.72873
Erick Matos,-0.2,-0.27746013
Mike Britton,2.8,0.9490866
Tyler Fitzgerald,3.6,2.5649815
Dustin Allen,-0.1,0.29958567
Liover Peguero,2.3,1.2851987
Roberto Carrillo,1.8,6.1070633
Erik Moye,0.4,0.83567697
Brady Singer,0.4,-0.39421448
Justin Allen,0.6,0.9194835
Pete Vallis,0.9,2.3539002
Victor Alba,3.9,1.7540088
Jorge Diaz,0.9,1.3730547
Carter Lone,0.6,-0.35697716
Rodrige Golfin,2.4,1.9096389
Matt LaFond,1.8,1.4481598
Ben Titus,0.2,1.1591883
Logan Webb,-0.3,-0.39257053
Josh Falson,2.6,1.76846
Ryan Abbott,1.7,1.2009647
Roberto Campos,0.5,0.70903665
Jordan Orellana,-1.3,1.701174
Jose Cervantes,1.1,0.8299223
Gavin Klingelhoefer,4.3,3.621745
Henning Brown,2.7,1.3672236
Brendan Tunink,5.1,3.202865
Connor Comeau,2.4,2.1755507
Carlos Median,6.0,4.442998
Efrain Cervantes,1.2,0.6967499
Tony Perez,-0.1,1.0144125
Joaquin Sandoval,0.8,0.48826778
Ashly Andujar,0.7,1.6692892
Wessley Roberson,6.2,4.839228
Dean Kremer,-0.1,-0.43231907
Adam Schuster,0.5,0.7691083
Adam Bryant,-1.2,0.9762443
Travis Jenkins,1.0,1.9679753
Cody Miele,1.3,0.49546555
Swaroop Miller,-0.7,0.8418079
Dillon Head,-0.4,1.8209198
Phil Raess,0.1,0.7342081
Javier Reyes,3.8,4.865279
Ricardo Yan,-0.1,-0.3600007
Jackson Chourio,5.0,5.0680814
Ricky Rodriguez,5.9,3.7103467
Matt Matise,-0.1,0.6804685
Chris Davies,0.3,0.920738
Elias Díaz,0.1,0.42232075
Payton Manca,-0.3,-0.4822807
Luis MacKell,2.6,1.4616036
Fernando Galiano,6.2,4.7290773
Eli Willits,0.9,0.31362206
Frank Oyola,1.0,0.5719379
Heston Kjerstad,-0.3,0.5632955
Jeremy Kent,3.3,2.3693275
Oscar Flores,0.4,1.5220532
Danny Alvarez,0.1,0.36813593
Edwin Colon,-0.1,0.6813705
Jamie Redden,0.1,0.20048174
Edgar Quero,0.3,1.7249727
Derrick Langston,2.7,1.0068675
Jamie Snow,0.8,1.4540201
Kayson Cunningham,0.2,0.77050596
Jackson Ferris,-0.3,-0.4867654
Rob Magnifico,-0.2,0.17356406
Dustin Antoine,4.3,3.2664773
Gabriel Moreno,2.9,1.1249744
Alek Thomas,0.7,1.1235142
Blake Mitchell,-0.1,0.7038172
Dillon Dingler,0.4,0.23019946
Antonio Armenta,-0.6,0.6672877
Teoscar Hernández,-1.4,0.020341486
Josh Martin,1.8,1.186053
Taro Yamamoto,-0.1,-0.47800073
Joe Thomas,-0.6,-0.4950128
J.T. Realmuto,1.7,1.1768173
Nick Maton,1.3,0.07577433
Carlos Sarabia,3.1,1.7226017
Sandy Gusman,2.5,3.5227518
Martial Brazio,0.3,0.09073748
Armando Galarza,-1.5,0.106723025
Ethan Salas,0.6,1.3290194
Sandy Garcia,0.7,1.6980923
Mario Izurieta,2.0,2.572439
Alexis Tovar,0.9,1.25744
Franklin Garcia,0.6,1.1941229
Alex Lodise,-0.5,0.1897051
Carlos Taveras,3.4,3.987453
Alexis Tovar,3.1,1.0512441
Sandy Cepeda,1.0,1.6781341
Doug Nelson,5.2,3.2704587
Jesus Lopez,1.3,0.6925454
Marty Milliken,1.7,0.6464224
Bill Draghi,4.4,3.5639
Brayan Rocchio,0.2,0.86842453
Robbie Correa,0.4,0.19382228
Javy Banuelos,1.2,2.9888551
Tyler August,-0.2,-0.37812117
Edward Mendez,0.2,0.49877325
Tom Tamburino,0.1,-0.01675316
Alejandro Kirk,2.0,0.44446665
Jesus Martinez,1.1,0.6497511
Jason Harris,2.7,2.2485597
Dave Braine,0.1,-0.13340794
Cameron Decker,0.4,1.3680879
Caleb Bennett,-0.1,-0.10627897
Fred Derrick,1.1,0.59701926
Bruce Valencia,5.4,6.510207
Oswald Peraza,-0.4,0.17107058
Victor Alatorre,0.2,0.99907815
Tomito Murayama,-0.2,1.3498838
Christian Yelich,-0.6,0.4467584
Mario Villanueva,0.2,0.14601643
J.P. France,-0.2,-0.39196125
Varlam Mustafayev,1.9,0.66178566
Jay Bowman,1.2,1.1116719
Jordan Arguello,1.8,3.4625113
Edgar Pena,2.1,0.5179237
Shi-xian Rang,0.1,1.138792
Rafael Lopez,1.1,0.17778072
Rick Clarkson,-0.8,0.77468735
Melvin Rodriguez,5.1,3.5762944
Tony Estrada,-0.1,0.9141149
Payton Manca,-0.2,-0.46447262
Ian Chatfield,-0.1,0.49811542
Ernesto Galvan,-0.2,-0.50026894
Eury Perez,-0.1,-0.3894077
Gene Habisch,0.9,0.2685946
C.J. Culpepper,-0.4,-0.4555276
Carlos Correa,1.0,1.1360586
Jose Familia,2.6,2.55467
Ramon Dominguez,0.9,1.038438
Antonio Rubio,0.1,1.2931793
Eduardo Beltre,1.4,0.4205
Ricky Longoria,0.3,0.16144343
Eli Vito,1.0,0.70412356
Sandy Garza,2.2,1.3362088
Vic Rosales,-0.5,0.8930882
Angel Ramos,6.4,7.038517
Austin White,1.1,0.25567904
Connor Wong,1.4,1.2004881
Andrew Duncan,-0.9,0.8148126
Aaron Bevilacqua,0.1,0.1756299
Kayson Cunningham,2.9,0.7351672
Aaron Pratt,3.3,1.461421
Edward Quinonez,0.6,1.0968217
Moises Reyes,2.7,2.7376323
Matt Long,0.1,0.79345465
Rod Barrera,1.2,2.2753038
Hui-ying Chai,1.3,2.9762673
Matt Bruns,4.7,2.087208
Yairo Padilla,0.7,1.3778372
Melvin Lopez,3.3,3.4823172
Dan Olson,0.8,1.1510135
Jake Cronenworth,0.5,0.0541997
Gavin Cross,0.6,2.235248
Carlos Magallanez,0.8,0.26520044
Connor Norby,-0.1,0.67289484
Bill Campbell,0.1,0.6566979
Jonathan Funk,0.2,0.45816872
Jason Herrera,2.0,2.895628
Gabe Lopez,-0.6,0.936033
Freddy Peralta,0.1,-0.44603205
Ramon Urias,2.9,0.48672634
Guillermo Sosa,0.9,0.24460082
Maximino Raupp,0.4,0.58970046
Tomoyuki Sugano,-0.5,-0.6594239
Jhostynxon Garcia,1.3,2.0731084
Juan Flores,1.1,0.29713124
Hao-Yu Lee,1.6,1.7840557
Pat Gutshall,-0.1,0.34924638
Matt Conners,-0.9,-0.42359093
Miguel Reyes,4.2,2.3610075
Sebastian Walcott,6.3,7.1345673
John Larson,3.9,5.2918963
Addison Barger,0.9,0.79930985
Matt Shively,-0.1,0.3721583
Dansby Swanson,3.7,1.4548196
Leody Taveras,2.5,1.5463296
Dante Johnson,0.9,1.4615817
Tom O'Reilly,5.9,4.1874766
Arturo Covarrubias,1.3,0.64674497
Octavio Aguirre,-0.1,0.50842154
Mike Hicks,0.7,3.1683192
Pierceson Pursel,1.3,0.5333686
Mike Larsen,0.3,0.5336959
Arturo Mendoza,1.0,2.4845994
Ethan Salas,1.1,1.1079957
Sung-hyun Kim,0.3,1.8085959
Dansby Swanson,2.2,0.4428431
Dustin Antoine,-0.3,0.24405156
David Gutierrez,1.4,0.34147918
Bill Mejia,-0.2,0.23408325
Dave Pons,4.3,3.453524
Wilyer Abreu,5.1,2.9417882
Antonio Mugica,0.9,1.9952163
Jesus Maldonado,-0.7,0.42410356
Carlos Castillo,-0.1,-0.42311448
Rick Burke,-0.5,0.37505767
Leonardo Bernal,2.2,0.73286974
Leyvi Baker,-0.2,1.5446379
Chris Davies,2.1,0.27757525
Octavio Vasquez,0.1,2.049726
Carlos Cajigas,1.3,0.8631748
Rouselle Shepard,2.8,1.5560732
Brandon Steele,-0.1,1.0481155
Ryan Ritter,-0.2,0.6810811
Carlos Hernandez,0.9,0.20556296
Carlos Garcia,0.2,1.1492027
Brian Cervenka,0.2,1.1789081
Jesus Villalva,0.5,0.8051521
Guangbiao Meehan,4.6,2.2344816
Jose Isales,1.2,1.1927121
John Canida,9.8,8.562103
Jose Urena,-0.1,-0.40339777
Alejandro Nava,1.7,1.4494807
German Mariscal,1.5,2.197442
David Holmes,-0.2,0.18238601
Tony Medina,2.1,1.7512995
Dorian Soto,1.6,1.746992
Stephon Pendergrass,3.8,3.9435887
Ron Petrie,4.9,3.3370268
Victor Robles,0.2,1.4794178
Parker Loew,0.3,0.53006923
Matt Burlison,2.4,2.402587
Joey Wiemer,-0.4,0.27371925
Masyn Winn,-0.7,0.19972119
Adam Maier,-0.1,-0.417096
Alex Dominguez,0.3,0.92014974
Sebastian Pena,0.1,1.7163006
Josh Coburn,-0.3,0.30979395
Danny Sanchez,-0.9,0.9465697
Miguel Garcia,-0.4,-0.40449098
Curt Phillips,3.8,1.3301905
Ian Happ,3.3,2.9825585
Josh Jung,0.6,1.5799979
Julio Zavala,-0.1,0.22547151
Roger Montoya,2.4,1.5710568
Sadanobu Kano,0.3,0.17654666
Danny Craig,1.1,1.1890943
Allen Glick,0.1,0.6994873
Gabe Smith,0.3,1.1186562
Sam Mercer,3.9,2.2646303
Aubrey Chappell,5.0,4.197611
Mike Hicks,2.7,3.1668057
Christopher Morel,-1.1,0.2563456
Carlos Crumpler,0.1,1.4538537
Matthew Holmes,-0.5,0.295201
Craig Ago,-0.1,-0.48935053
Nolan Schanuel,2.2,2.3192463
Carlos Sarabia,1.4,0.48647717
Jesus Villalva,1.7,2.3458629
Brendan Tunink,5.6,3.2487824
Quinn Priester,-0.8,-0.54879045
Jack Wenninger,-0.2,-0.41768026
Jimmy Johnston,3.5,3.8477356
Bill Luna,0.8,0.26930332
Konnor Griffin,3.4,2.7847326
Ethan Vest,1.2,0.8163586
Will Warren,-0.7,-0.48749673
Zach McKinstry,0.9,1.2094077
Francisco Anchondo,3.1,0.7845758
Mike Schuette,-1.7,0.50709367
Michael Taylor,2.9,2.7700539
Nilas Cliver,-1.3,0.8034684
Ketel Marte,1.8,2.8819904
Mark Keith,-0.2,0.9422271
Cory Hinman,2.2,0.66002065
Matt Bethea,-0.7,-0.44580233
MacKenzie Gore,0.1,-0.5113195
Jonathan Cooper,2.7,2.427015
Lars Nootbaar,2.8,3.0187154
Tiberio Zerman,0.4,0.15741356
Bill Bonnett,0.5,1.5109035
Butch Reber,3.3,2.3546822
Bailey Falter,-0.1,-0.38520205
Ethan Vest,2.3,2.991192
Dan Olson,1.9,1.5115823
Raul Martinez,2.0,1.1699437
Angelo Diaz,2.6,1.9118608
Carlos Rodón,-1.0,-0.5029974
Edwin Lisboa,-0.1,0.09233662
Bronson Smith,3.7,1.734439
Ethan Nanninga,2.4,0.86689126
Arturo Bautista,6.5,5.6436086
Chris Simmons,-0.7,0.6651119
Chris McKeon,-0.7,0.80429506
Antonio Charo,1.3,1.5681573
Roberto Salazar,0.2,1.3160614
Moises Reyes,3.1,2.031428
Gregory Barrios,2.5,2.913677
Lorenzo Garcia,4.8,2.5624034
Danny Garcia,0.1,0.6480931
Melvin Rodriguez,4.4,2.5998986
Joe Rock,-0.8,-0.5090279
Danny Sandoval,-1.1,0.5493787
Charles Davalan,0.4,1.2102413
Roger Arroyo,-0.4,-0.01845681
John Canida,6.0,6.818056
Tom O'Reilly,2.7,4.069395
Jonathan Shaver,0.2,0.25538886
Brayan Bello,-0.4,-0.4537966
Jim Miller,2.8,0.64090466
Jordan Morin,-0.1,0.89155775
Angel Le Carré,3.9,6.0557704
Coby Mayo,-0.1,0.15259853
Alec Bohm,1.4,2.4066837
Steve Doherty,2.3,1.6190792
Matt Moore,-0.7,1.7307551
Chris Taber,-1.8,-0.057126455
Mike Britton,2.6,2.1737468
Sandy Garcia,0.9,1.263385
Hunter Goodman,0.5,0.6715485
Vicente Ferrer,0.4,1.1402011
Curt Phillips,2.2,1.2902365
Josh Frey,5.7,4.102901
Julio Zayas,0.7,1.0238594
Vladimir Guerrero Jr.,-0.3,0.6429176
Bralyn Brazoban,2.8,1.4986871
Max Muncy,-0.2,0.1324903
Boston Bateman,0.1,0.16194947
Eddie Zepeda,3.1,2.6174042
Ethan Hendricks,-0.4,-0.4211232
Carlos Cano,-0.1,0.24374856
Jordan Lawlar,0.1,1.0693494
Junior Caminero,4.3,3.940625
Drew Rasmussen,-0.3,-0.46591493
Jake Weaver,1.4,2.0881968
Jonathan Funk,6.6,3.8535168
Charlee Soto,0.1,-0.47351184
Bryan Tew,1.3,0.38140774
Freddy Priaulx,1.0,0.85258377
Jake Costello,1.3,0.61639667
Danny Candido,0.1,0.68678975
Justin Heidt,2.6,3.2759213
Jorge Magana,1.4,0.814429
Tony Forke,6.4,6.819783
Rafael Perez,0.7,1.2186239
Rob Chinault,4.5,3.695839
Edwin Arroyo,-0.1,0.36542764
PJ Morlando,2.9,2.3767893
Steve Reese,0.9,1.0056225
Pedro Lopez,0.5,0.1764214
Ethan Conrad,0.1,0.9360991
Bill Luna,1.7,0.46503234
Alex Orona,1.2,1.531789
Cooper Pratt,4.3,1.2841346
Ethan O'Donnell,1.5,2.602801
Conan Varga,0.1,0.2355653
Joe Wooley,1.8,0.7724518
Eddie Zepeda,2.0,2.0152586
Sebastian Pena,0.9,1.1228081
Hendry Chivilli,0.3,-0.15827207
J.J. Wetherholt,3.0,1.662046
Manuel Espinoza,-0.2,0.09928369
Connor Comeau,0.1,2.207262
Dale Sweet,0.4,0.9293963
Chris Simmons,-0.4,0.12989646
Jake McCarthy,-0.2,1.5613875
Jeff Tatum,1.8,1.6051654
Luis Serna,2.4,3.388291
Steve Robb,2.5,0.80718213
Tim Richert,-0.2,0.17502351
Derek Datil,-0.3,0.9418663
Warren Calcano,2.1,0.8743044
Roberto Cantu,0.3,0.78539103
Mike Blank,-1.0,1.1218052
Greg Perkins,0.2,0.4834576
Pierce Hart,0.3,0.9743139
Eduardo Rodriguez,-0.5,-0.40761408
Shane McClanahan,-0.1,-0.49426484
Marco Aragon,1.7,1.5731903
Jordan Ortega,5.7,4.1605005
Justin Gonzales,0.8,1.2694936
Manny Solano,-0.2,0.69533825
Tom O'Reilly,2.8,4.736865
Antonio Rosa,0.8,1.6180425
Clay Holmes,-0.1,-0.38052616
Rick Burke,-0.1,0.112469964
Aaron Torres,2.7,1.1355938
Sandy Garcia,3.3,3.467711
Roberto Balderas,1.5,0.09698882
Steven Emerson,0.2,0.5382777
Kevin McKenna,4.0,1.9468732
Jesus Soto,0.1,0.1947785
Edgar Rodregez,3.8,1.8363906
Ricky Zazueta,-0.1,1.3336802
Gavin Conticello,0.3,1.6332244
Bryan Ramos,2.4,1.8751487
Moises Gomez,-0.7,-0.12836772
Carlos Carreno,0.6,1.4340436
Marc Geller,0.6,0.007583079
Erik Gifford,4.5,3.067238
Danny Cota,3.9,3.094921
Jon Moure,0.5,2.6732533
Jesus Renteria,3.3,1.133431
Matt Jablonsky,-0.8,0.7875242
Toby Klouda,1.2,0.7897872
Gioxner Dusek,1.1,1.7243361
Jesus Gomez,-0.2,1.3057836
Kennew Blanco,2.0,1.4862211
B.J. Carrillo,2.7,4.4181385
Cam Collier,0.6,1.3991748
Ryan Reckley,4.2,1.8708705
Juan Hernandez,8.1,5.8037453
Ubaldo Soto,-0.2,-0.41322353
Sebastian Walcott,8.1,6.807643
Zach Neto,3.4,2.5862286
Jorge Diaz,-0.3,0.49451888
J.T. Realmuto,2.4,0.6286515
Christian Bethancourt,0.8,0.8550799
Ron Petrie,5.3,2.6564653
Juan Hernandez,3.3,4.41732
John Ellithorpe,-0.8,0.6321094
Victor Arriaga,-0.3,0.5119115
Matt Miller,-0.1,0.71297824
Chris Fuentes,-0.7,0.79387397
Victor Garza,2.7,1.992857
Will Smith,2.1,3.1350806
Daniel Johnson,1.1,0.9744915
Ricky Padilla,1.2,1.938777
Brayan Bello,-0.5,-0.47955003
Zack Wheeler,-0.2,-0.46753347
Edwin Sanchez,1.1,1.2298491
Hugo Negron,2.6,2.084308
Angel Valle,0.9,1.2585195
Heston Kjerstad,0.6,1.1802403
Preston Upchurch,3.8,1.9037511
João Prudente,-1.2,0.4723713
Gabe Smith,3.1,0.71209955
Jamie Bokman,0.5,0.9007805
Humberto Cruz,-0.2,-0.45301542
Ruben Santiago,1.0,0.3867206
Trent Grisham,1.7,1.5065681
John Cruz,-0.7,1.2031738
Michael Toglia,0.2,1.5545201
Andrew Lindsey,-0.1,-0.5030899
Conan Varga,2.1,1.3430023
Isaac Paredes,4.3,4.974485
Jaden Calhoun,2.9,1.595744
Jose Vidal,3.3,2.6768494
Byron Buxton,3.6,3.7974894
Josh Smith,0.6,0.5336147
Orlando Espino,3.6,4.1363373
Brad Partington,3.0,2.1945233
Joe Matson,1.2,1.0209302
Tony Diaz,2.5,2.2672505
Bobby Gandy,-2.1,1.1065314
Tony Rodriguez,4.3,3.0278242
Theo Gillen,3.0,0.93477786
Tony Rodriguez,1.8,2.3948452
Chandler Simpson,0.4,2.8837032
Jose Familia,4.2,5.419216
Tim West,2.8,1.5176076
Carter Hamm,-0.1,1.2397997
Zach Ising,0.1,-0.058571734
Eddie Sanchez,3.7,2.708538
David Cortez,4.4,1.6784409
Bobby Baldizon,1.5,-0.056807585
Lupe Bejarano,3.7,1.1248426
Gioxner Dusek,0.9,1.159104
Bronson Smith,4.2,5.0483284
Sean Hermann,-0.9,-0.48510116
Anthony Volpe,1.9,1.8954673
Tim West,2.2,1.1895448
Felipe Roque,-0.9,-0.47052082
Antonio Borrell,1.2,1.8626803
Ben Rice,0.2,2.0329444
Alfredo Duno,4.0,1.8440433
Aaron Lloyd,-0.1,0.51910233
Ken Miller,3.4,1.228765
Sergio Carranza,2.3,2.3041093
Armando Galarza,-0.5,0.84379786
Jose Prats,2.5,2.376349
Dario Herrera,-0.6,-0.45218047
Eustachio Mastroianni,0.1,0.41555893
Israel Montano,-0.1,0.27960253
Laurente Magnaldi,3.4,2.115535
Keith Olson,4.4,1.1009938
River Hamilton,-0.4,-0.57663035
Andrew Morris,-0.3,-0.52195066
Akhil Nimmala,1.6,0.6090506
Adley Rutschman,2.0,0.28867635
Kyle Long,1.7,0.30425924
David Cortez,5.1,3.9929335
Kerry Carpenter,1.2,1.6712399
Henry Davis,1.6,1.6238158
Masyn Winn,1.0,-0.6685513
Victor Juarez,-0.4,-0.39945373
Yordan Alvarez,3.6,2.6788225
Jack Suwinski,-0.4,-0.06540559
Paul Skenes,-0.1,0.007085425
Kuan-tai Mi,-0.3,1.1485744
Walin Castillo,-0.2,-0.41365865
Yeremi Cabrera,3.7,2.2190022
Pablo Aliendo,2.0,1.6671336
Kayson Cunningham,3.1,1.9524347
Zachery Kalan,-0.4,0.19720401
Luis Zavala,2.9,2.7611613
Alejandro Nava,-0.6,0.24274033
Mike Fernandez,7.2,3.7826753
Manny Castillo,0.9,0.58231664
Alejandro Orta,-0.1,0.09347375
Danny Bonilla,2.8,3.3446548
Quinn Mathews,-0.2,-0.49415812
Adam Conner,-0.9,0.9397829
Esteury Ruiz,4.2,2.0481062
Kenta Maeda,0.2,-0.15718383
Manny Alvarez,4.6,4.3961253
Marcos Hammer,5.3,4.1253753
Alek Thomas,-0.7,1.606664
Edwin Padilla,1.3,0.46384478
Josh Gilbert,3.0,2.321292
Nolan Jones,0.1,0.06017608
Angel Ramos,7.5,7.3826594
Matt Ball,0.2,0.423003
Ghi-cheng Geng,-0.3,1.2106866
Andrew Manning,0.9,0.69980264
Cory Hinman,0.3,0.51923436
Royce Lewis,0.5,0.8617858
Ignacio Munoz,2.5,1.0621362
Pat Poirier,-0.2,0.2768569
Aaron Judge,3.8,3.9170425
Fernando Cardona,7.0,3.6288292
Ramon Lugo,0.8,1.8706288
Antonio Estrada,1.9,1.9587523
Mike Chavez,-0.1,0.11227463
Jake Corrigan,-0.5,0.48482385
Trey Cabbage,-0.1,-0.032291543
Xavier Bolanos,-0.4,0.047578402
Brandon Walker,3.1,3.266464
Jo Adell,-3.2,1.3977358
Julio Umana,-1.1,1.3929691
Omar Phillips,-0.3,0.12921678
Josue Rodriguez,-0.5,-0.14609303
Will Banfield,-0.2,-0.015434771
Cal Raleigh,1.8,0.22101581
Mike Ruffin,5.6,3.6840513
Bryan Underwood,-0.5,0.7087088
Ramon Dominguez,2.2,1.8507997
Edgar Rodregez,3.0,2.285738
Billie Ricard,0.9,0.46955532
Tommy Glenn,-0.2,0.56752765
Jeremy Pena,1.6,0.35304007
Rodrige Golfin,1.2,2.0495827
Antonio Charo,5.8,5.5391736
Roberto Reyes,0.8,0.30076593
Jeury Espinal,-0.7,-0.38880172
David Rebollar,1.6,1.6050137
Mike Steeves,-0.4,-0.3770544
Mario Santiago,0.1,0.8346423
Cory Devers,0.1,0.5507115
Fred Krumnow,0.6,1.3267537
Jordan Jimenez,1.8,0.7085842
Bobby Santizo,1.6,2.2141578
David Cortez,5.8,3.7777023
Javier Olea,0.1,0.31441572
Luis Pena,4.5,4.690683
Luis Hernandez,1.9,0.7590518
Mario Martinez,0.1,-0.17342211
Marcell Ozuna,-0.5,0.2797819
Edwin Holguin,-0.2,1.5141585
Clancy Lewis,2.1,1.9957272
Joey Ortiz,-0.2,0.88777167
Sang-hun Shim,1.6,1.3904967
Deyvison De Los Santos,0.3,0.43238047
Danny Sanchez,1.7,0.77341336
Teruhiko Nagata,1.4,2.1578343
Ron Petrie,3.2,2.3023407
Jonathan Kelly,0.3,0.7136485
Cody Bellinger,2.2,1.9423834
Jake Fraley,0.3,1.5268064
Bryan Underwood,0.4,0.47362235
Keith Limeburner,1.7,3.2347872
Cody Parise,1.3,0.33051747
Rafael Serrano,2.9,3.7831573
Brant Hurter,-0.7,-0.41842952
Leonardo Bernal,1.6,0.18454581
Matt Owens,0.6,0.12351546
Orlando Anaya,-0.9,1.1170931
Steve Carter,0.1,1.4064387
Steve Kern,0.5,0.50421834
Paul Duarte,0.1,0.44485962
Antonio Caicedo,2.3,1.9963585
Bill Jones,0.4,0.94277316
David Murillo,0.1,0.31064275
Efrain Cervantes,-0.4,0.8199644
Jimmy Hess,-0.2,-0.32630828
Emmanuel Rodriguez,2.5,2.5898466
Mike Vigil,1.5,0.92526776
Aaron Williams,0.2,1.8120732
Robbie Correa,1.7,1.2633412
Glenn Dial,3.1,1.4043646
Henry Davis,0.5,0.025266144
Cory Waters,0.6,1.2346176
Omar Marin,0.3,4.3168216
Gavin Gallaher,-0.3,1.4719388
Rick Burke,0.7,0.1663607
David Hamilton,0.9,1.4714477
Andy Noonan,0.2,0.89310575
Jake Weaver,0.1,1.0187758
Nestor Cortes,-0.8,-0.42357004
Tarik Skubal,-0.7,-0.42073637
Jose Martinez,0.6,2.0010614
Donald Martin,1.2,2.6537848
Jeffrey Springs,-0.2,-0.34855208
Tanner Houck,-0.2,-0.43066758
Miguel Soto,2.1,2.6287925
Jeferson Quero,5.0,5.0686994
Ethan Vest,3.5,3.313062
Bobby Baldizon,0.7,0.5645262
Pippo Gonzalez,1.4,0.101404846
Tom Murphy,1.2,0.82988906
Jose Ranos,2.4,3.9151475
Cooper Hummel,0.2,0.7398156
Armando Galarza,0.8,1.5758858
Felipe Rendon,0.1,-0.04591267
Jonathan Funk,1.1,0.47051087
Orlando Arcia,-0.2,0.63775206
Francisco Rios,0.9,0.9366747
Matt Ponatoski,2.5,0.36612263
Bill Campbell,0.4,0.44664538
Luke Loiselle,0.5,-0.17579772
Steve Mecca,0.2,0.28913134
Wehiwa Aloy,5.2,1.4969298
Juan Saldierna,6.3,4.2306547
Nicandro Aybar,-0.2,1.3109916
Nolan Schanuel,0.8,2.5927243
Jorge Hinojos,3.9,1.6534842
Oneil Cruz,0.6,2.1241415
Jorvorskie Lane Jr.,0.9,2.2058926
Matt McLain,4.9,2.9506137
Juan Berumen,2.3,0.3024373
Jonfreider Anhalt,-1.0,0.39088374
Henning Brown,3.1,1.7310388
Jonathan Hobson,5.4,3.3718665
Alfredo Duno,1.9,1.4246324
Gavin Klingelhoefer,2.5,2.4347367
Gene Habisch,0.2,0.73315185
Jett Williams,2.2,1.5782132
Jake Bratvold,-0.1,0.20047952
Gavin Miller,1.0,2.0875018
Chandler Macha,-0.2,0.7388891
Mario Nevarez,0.9,0.517732
Gregory Soto,0.1,-0.40445983
Framber Valdez,-0.6,-0.4637551
Angelo Garcia,0.4,0.49761203
Mo Mixon,5.8,3.4428658
