Name,Actual_WAR,Predicted_WAR
Malcolm Moore,-0.1,1.0083703
Freddy Fermin,1.5,1.2645395
Elijah Savage,-0.2,-0.074311376
Jorge Hinojos,1.5,2.220716
Hiverson Lopez,0.3,0.38469595
Dan Williams,3.1,1.5268648
Ruben Figueroa,0.3,0.88829964
John Marshall,0.6,0.7129227
Jesus Murillo,2.5,2.5811481
Matt Miller,0.7,1.6741347
Ralphy Velazquez,2.2,2.8396523
Gus Ruiz,2.2,1.5772235
Gene Doyon,-0.1,1.377431
Dean Stanton,0.9,1.4505969
Armando Pulido,-0.4,1.5911859
Tyler Stephenson,2.1,0.7488263
Bryan Thurston,0.1,0.39948285
Edgar Quero,0.3,1.7024286
Danny Sanchez,0.2,-0.8898035
Matt Shively,3.4,2.0177474
Chris Simmons,0.2,0.12121647
Pat Holt,-0.4,0.6614369
Jinjun Hoff,4.3,2.7602322
Jimmy Crooks,0.5,-0.009528227
Danny Puente,1.0,0.8032901
Jesus Rodriguez,0.8,0.87270784
Brooks Starcher,2.5,1.9904649
Ramone Palafox,-0.7,0.4185283
Jinjun Hoff,1.0,2.3681824
Austin Wells,0.8,0.1885628
Xavier Bolanos,0.8,0.27509284
Giovanni Dodd,0.5,0.5495946
Mitch Garver,0.5,0.5465813
Sean Collins,0.2,0.43141797
Eric McWilliams,-0.2,-0.093915515
Ben Rice,0.4,0.8885628
Jeferson Quero,7.2,4.2382565
Josh Coburn,0.6,0.8193995
Ryo Akamine,3.9,1.8079635
Mark Morrison,0.5,1.6994371
Zane Tuck,0.1,1.7371286
Matt Shively,3.7,1.6076691
Matt Shively,1.8,2.7906911
Masato Chilcutt,-1.1,0.61237264
Pablo Aliendo,1.6,1.9330084
Cal Raleigh,0.5,0.9344271
Kyle Teel,3.0,1.2291907
Harry Ford,3.4,3.8535004
Bill Wright,0.6,1.2934269
Matt Deuchler,2.1,0.71236455
Pat Lottman,-0.7,0.49255094
Gustavo Rosa,0.8,0.13988422
Alex Cornejo,0.5,1.0854827
Josh Chalifoux,-0.2,0.6087493
Hyun-il Ye,3.8,2.7029197
Drew Romo,4.1,1.8590928
Dalton Rushing,0.6,0.87215716
Danny Ramirez,0.1,0.56126
Chris Grosso,2.5,0.70557517
Adrian Del Castillo,-0.1,0.28925508
Alberto Rios,0.5,0.16840783
Sean Collins,0.5,0.36271903
Tyler Soderstrom,0.1,0.8904693
Jose Eir,1.2,0.22319059
Chosuke Nakano,2.5,2.3286192
Grant Jay,0.2,0.25159207
Oscar Morales,1.5,0.8045052
Brian Robinson,-0.3,0.29126245
Matt Bruns,2.4,1.8355963
Bill Wright,-0.1,1.3052323
Tony Butler,2.5,1.2368428
Tony Butler,5.2,4.8555813
Rey Gonzales,1.3,1.3222803
Manny Castillo,1.7,4.0917273
Jonah Sinai,0.9,0.41385123
Ivan Manriquez,1.1,1.5083677
Justin Hibben,1.1,0.5944328
Bo Naylor,2.7,3.1691577
Steve Robb,1.8,0.7985529
Matt Bruns,6.1,4.5117483
Edwin Sanchez,1.0,1.5603843
Edgar Quero,2.4,1.3234785
Brad Lotempio,0.9,-0.061447684
Chris Grosso,0.1,0.76061666
Chris DesRoche,0.2,0.8320423
Gene Doyon,0.1,-0.24102491
Keith Caron,1.5,0.7460874
Austin Wells,4.3,3.3992596
Oscar Morales,0.9,0.6607231
Justin Allen,0.6,0.91734785
Teruhiko Nagata,4.2,6.7891035
Heriberto Martinez,2.0,1.3016465
Ike Irish,2.8,1.7183185
Zane Tuck,2.1,0.48413157
Juan Soto,1.9,3.8381467
Dean Stanton,1.7,1.1075537
Aiichiro Yagi,0.5,0.6910072
Jeremy Cramer,1.2,1.7646214
Will Smith,4.6,3.2513444
Drake Baldwin,-0.2,0.55295426
Malcolm Moore,0.7,0.47208872
Jinjun Hoff,5.3,4.170364
Alex Chirinos,0.6,0.41550845
Victor Longoria,0.8,0.742336
Gabriel Moreno,1.9,3.9560668
Cesar Cruz,1.7,1.3432708
Craig Astleford,0.5,0.7598656
Juan Flores,1.4,1.3972704
Earl Manza,0.7,0.51839733
Adrian Del Castillo,0.7,0.2865421
Rick Burke,-0.5,0.6897224
Ryo Akamine,2.9,1.80688
Chris Thompson,0.4,0.24613856
Kyle McCann,-0.2,-0.2150139
Heriberto Martinez,0.6,0.8508736
Logan O'Hoppe,2.6,2.727081
Pat White,2.3,1.9652497
Juan Gonzalez,0.4,0.51933104
Connor Wong,1.1,1.4308577
Bo Naylor,3.4,3.2597291
Danny Puente,-0.1,0.8513752
Jesus Murillo,0.8,1.6057657
Brady Murrietta,-0.6,0.6520205
Julio Zayas,0.7,0.47271863
Sean Collins,1.2,0.49375182
Varlam Mustafayev,1.0,0.9147525
Blake Mitchell,3.0,2.2375033
Alex Naranjo,0.6,0.7549839
Mike Moulton,0.7,0.48335323
Jorge Alfaro,-0.6,0.23293553
Gustavo Rosa,1.3,0.033698376
Ron LaRosa,-0.4,0.36305812
Zack Scartozzi,2.6,0.9403011
Pat White,1.5,1.6536915
Henry Davis,0.5,1.1602726
Chris Phillips,0.5,-0.04910268
Ben Rice,1.5,1.1833899
Will Smith,2.1,2.9861476
Juan Flores,3.6,2.704447
Kyle Keener,0.7,0.7233798
Ronald Hernandez,0.3,0.12532704
Ethan Salas,0.6,1.0883449
Juan Valentin,0.5,0.47344726
Jeremy Cramer,0.8,1.7082679
Steve Robb,-0.3,1.5382777
Nate Hall,0.9,0.06328671
Eustachio Mastroianni,0.1,0.54397404
Bill Luna,2.9,2.6242914
Josh Chalifoux,1.4,2.1636517
Cooper Ingle,0.2,0.89015746
Keith Caron,0.4,0.8702677
Raul Fandino,0.2,0.60648954
Sal Lopez,0.7,0.39848477
Jose Eir,0.2,1.0409734
Jesus Hernandez,3.3,0.3247776
Steve Kern,0.5,0.87008727
Mike Moulton,1.1,1.6884978
Javier Perez,2.0,1.3486608
Juan Flores,2.9,3.283744
Jay Bowman,0.5,1.0408337
Carter Jensen,1.9,2.126188
Jose Eir,0.8,0.4521838
Bill Wright,-0.1,1.286561
PJ Morlando,0.1,0.33904868
Tony Butler,7.1,5.1161304
Brian Robinson,0.7,0.40139478
Brandon Redmond,0.6,1.0889289
Mitch Garver,-0.4,-0.23269725
John Flower,0.6,0.8887811
Brooks Brannon,0.4,0.7455361
Kyle Keener,-0.3,0.17941391
Carson Kelly,0.8,1.1462264
Hyun-il Ye,2.1,2.7563827
Gene Doyon,1.6,1.0713968
Bill Luna,6.0,2.5309138
Edwin Sanchez,0.7,1.6851221
Max Hoskins,0.3,0.61650234
Steve Kern,0.9,1.5298408
Heriberto Martinez,2.4,1.8405287
Gabriel Moreno,1.4,1.3945187
Mike Lowe,1.5,1.5289
PJ Morlando,1.0,0.62831426
Javier Perez,1.2,0.48556876
Mike Lowe,0.2,1.192018
Jimmy Crooks,1.2,0.7556451
Mickey Gasper,0.2,0.94287366
Zack Scartozzi,1.1,1.7108904
Gene Habisch,0.2,0.07183379
Jonathan Shaver,0.2,0.33485514
Dillon Dingler,1.4,2.6068954
Jorge Magana,1.6,1.2251439
Kenny Blakemore,1.6,0.60137063
Keibert Ruiz,-0.4,0.9073294
Doug Lauger,2.9,0.7772268
Tony Tovar,0.3,0.7205161
Greg Chavarria,0.3,1.4385488
Jonah Heim,2.0,1.5229034
Ryan Castano,1.8,-0.070026316
Hiverson Lopez,1.4,0.13493419
Gustavo Rosa,0.6,0.1206217
Oscar Morales,1.7,1.170699
Josue Briceno,0.7,0.046887036
Steve Kern,-0.7,0.52132285
Jonfreider Anhalt,-0.1,0.40037164
Blake Mitchell,-0.8,0.11813111
Blake Mitchell,3.9,2.537934
Ricardo Perez,0.1,-0.38082638
Jonfreider Anhalt,0.3,0.3512373
Jeff Tatum,0.4,2.079753
Jinjun Hoff,3.4,4.070658
Ethan Salas,0.2,0.5226008
Javy Martinez,0.7,-0.35536265
Curt Phillips,0.3,1.1620669
Jesus Calderon,0.7,1.0424594
Gustavo Rosa,0.6,0.057772364
Daiverson Gutierrez,-0.1,0.17595352
Justin Mardis,-0.2,0.9027409
Cliff Dillman,1.3,1.1032144
Anderson Navas,0.4,0.4959056
Adley Rutschman,2.0,1.2316263
Jay Keifer,2.7,1.2998419
Julio Umana,1.8,1.6331542
Carlos Matas,-0.9,0.43535504
Emilio Alvarez,-0.2,0.36069852
Jeremy Burkett,-0.4,0.4046189
Joe Nazar,0.4,0.09790048
Juan Flores,4.8,2.835476
Elijah Savage,0.8,0.92068017
Francisco Alvarez,1.4,1.16744
Jorge Hinojos,-1.2,-0.008077042
Matt Deuchler,0.4,1.255007
Greg Chavarria,4.1,5.659045
Heriberto Martinez,2.0,1.2422342
Manny Castillo,3.1,2.303275
Ronald Hernandez,0.1,2.3843231
Dean Stanton,1.3,0.76267546
Manny Castillo,3.3,2.6071248
Heriberto Martinez,2.0,0.058235753
Tony Butler,4.6,3.3051236
Henry Davis,1.6,2.396338
Tony Tovar,0.7,0.73162
Blake Mitchell,3.3,3.0762072
Ignacio Munoz,1.1,2.0556512
Curt Phillips,-0.2,0.050328653
Aiichiro Yagi,0.7,0.8151003
Curt Phillips,2.8,2.2766309
Bobby Garcia,1.3,0.673489
Alejandro Kirk,1.4,2.2366617
Kyle Teel,4.0,3.12156
Tony Tovar,0.4,0.9438378
Josh Scott,-0.3,0.5524748
Chris Decker,-0.1,0.79522353
Mike Seaver,2.0,0.73149765
Hunter Goodman,0.5,0.25449422
Jay Bowman,2.4,2.303508
Hunter Gordon,0.7,0.55838096
Oscar Morales,-0.3,-0.22265863
Harry Ford,1.2,1.9129044
Jay Bowman,1.5,3.1980333
Willie Falla,1.2,0.8842747
Ricky Longoria,-0.2,-0.15340835
Alex Naranjo,1.4,0.6750824
Hiverson Lopez,0.4,-0.060035408
Teruhiko Nagata,-0.3,-0.15047549
Samuel Basallo,2.5,1.680205
Jesus Murillo,2.5,1.8041596
Vinny Molina,2.2,0.6299958
Harry Ford,2.3,4.295507
Ronald Hernandez,0.1,0.7610722
Bobby Graciano,0.7,1.5589727
Jay Keifer,1.8,1.1895602
Edwin Sanchez,1.1,1.6851221
Ivan Manriquez,1.2,1.3126293
Rey Gonzales,3.7,1.8073131
Cesar Cruz,1.1,2.242527
Brady Murrietta,-0.5,0.12302911
Victor Caratini,1.2,0.78124833
Jonah Heim,0.5,1.1947211
Marc Geller,-0.2,0.54422086
Jorge Hinojos,1.4,2.411699
Gus Ruiz,-0.4,2.1867273
Marcos Lago,3.1,2.2051396
Sang-hun Shim,0.7,2.07881
Enrique Jimenez,0.2,1.8526185
Ignacio Munoz,2.0,2.0065799
Jonfreider Anhalt,-0.1,0.58840734
Doug Lauger,1.3,1.9522061
Sam Huff,0.2,0.10199556
Gene Habisch,0.8,0.12350268
Omar Phillips,-0.4,0.63864976
Matt Slade,0.4,1.2068516
Dalton Rushing,-0.1,0.8051967
Carter Jensen,0.6,1.1682175
Derrick Langston,-0.5,1.497706
Chris Grosso,0.3,2.573116
Ricky Longoria,0.1,-0.029602867
Edinson Duran,-0.3,0.16946281
Kyle Florin,-0.5,0.0060262256
Tony Butler,7.0,5.535683
Jeremy Cramer,1.3,1.3361889
Ivan Manriquez,3.3,1.4978083
Keith Caron,0.9,1.4862041
Jesus Hernandez,-0.2,0.028782552
Andy Brabham,-0.1,0.61668414
