Name,Actual_WAR,Predicted_WAR
,-0.1,-0.4
,4.1,0.2
,0.1,0.8
,-0.1,-0.4
,2.0,1.9
,0.3,0.6
,1.7,1.0
,4.9,2.5
,-0.1,0.6
,-0.4,-0.4
,-0.1,-0.5
,6.5,5.706154002048556
,0.6,2.0
,-0.2,-0.5
,-0.1,0.6
,-1.5,0.6887092322583627
,3.8,2.7
,3.0,2.3
,2.3,1.3
,1.6,1.0
,0.4,0.4
,0.4,2.3
,-0.4,-0.5
,2.5,0.6344849483005455
,-0.1,-0.5
,1.6,0.1
,2.4,1.9
,4.5,3.1
,3.1,1.0928282841577226
,2.8,1.6
,2.4,0.4
,-0.8,-0.6
,0.5,1.9
,1.6,0.5
,2.8,3.6
,2.4,1.5
,2.4,1.2
,2.0,1.3
,3.8,4.156430370517618
,1.7,0.5
,-0.6,0.3
,0.1,-0.1
,1.8,0.9
,-0.1,-0.3
,0.1,0.1
,4.2,1.2
,1.0,1.2
,-0.3,0.5
,2.6,2.8
,3.8,3.4
,0.1,-0.4
,2.3,0.8720277192094863
,-0.4,-0.3
,2.1,0.5
,-0.1,-0.3340060854549366
,3.5,0.6
,0.4,0.5
,1.5,2.3
,5.7,1.6
,0.2,0.4
,6.3,3.9
,0.1,0.3
,4.2,3.7
,-0.6,-0.5
,1.8,0.9442517357676701
,0.1,-0.1
,0.3,1.0
,1.5,0.8
,3.2,0.5
,0.3,1.0
,0.1,-0.4
,7.1,9.292772954561974
,-0.3,-0.5
,5.5,2.7
,1.0,2.0
,1.9,1.4
,-0.1,-0.5
,3.8,4.9
,7.0,2.6850455262394872
,0.1,0.7
,0.6,0.5
,-1.1,0.2
,1.7,1.1
,-0.4,-0.4
,3.6,0.9
,0.3,0.2
,0.3,3.0
,-0.1,-0.4
,-0.1,0.5
,0.1,0.40304450241603873
,1.2,0.2
,2.9,2.2
,0.4,0.4
,1.2,1.5
,1.3,0.8
,2.3,0.7
,2.1,0.7
,-0.3,-0.4
,0.2,0.5158950364679723
,1.0,0.2
,0.1,0.3
,1.5,0.7
,0.6,1.8
,2.0,3.7
,-0.3,-0.5
,-0.1,1.3
,0.2,0.6
,1.0,-0.1
,-0.2,-0.4
,1.1,0.7
,-0.1,0.1
,2.8,3.2363132936163406
,8.2,5.629944823084511
,-0.6,-0.4
,6.6,1.4
,1.0,0.3
,1.4,0.8
,3.7,1.2
,-0.3,-0.5
,1.6,0.7
,-0.7,-0.4
,2.2,2.9
,0.5,0.7
,0.5,1.2
,-1.1,-0.1
,-0.2,0.2
,-0.2,0.2
,-0.2,-0.4
,3.0,1.5
,-1.3,0.6
,1.7,1.4
,-0.2,-0.5
,0.1,-0.4
,-0.1,-0.3
,1.2,0.6
,0.2,0.3
,0.9,0.8
,0.5,1.0
,-0.2,0.6
,0.2,2.0
,-0.1,-0.3
,0.6,0.6
,-0.3,0.9
,4.0,3.0
,-0.5,-0.5
,-0.1,-0.4
,-0.1,-0.5
,1.2,0.7
,1.0,0.1
,0.1,0.6
,4.3,2.405626080402126
,1.8,0.1
,-0.3,-0.3955399924576273
,-0.1,-0.4
,-0.3,-0.4
,-0.5,-0.4
,-0.4,-0.4
,-0.7,-0.3
,-0.2,-0.4
,-0.1,-0.3
,0.1,-0.4
,-0.3,0.9
,-0.1,1.4579765348543638
,2.6,2.7
,-0.3,-0.4
,2.5,0.9
,10.7,11.100683638357728
,3.4,0.5
,1.5,0.7
,-0.1,-0.5
,4.1,2.428513160754662
,-0.4,2.2
,-0.3,0.9
,5.8,4.539587217796731
,1.2,1.6
,6.2,2.2
,0.2,0.1
,1.1,0.7
,-0.6,-0.4
,1.6,2.5
,2.3,1.0
,-0.1,-0.4
,1.6,1.3
,-1.0,0.7
,0.5,2.1
,-0.3,1.6
,2.6,2.4
,3.4,2.8
,-0.6,-0.4
,1.0,1.0
,2.9,4.0
,3.6,2.6
,3.1,1.3
,1.3,1.2
,-0.5,-0.5
,-0.4,-0.3
,1.4,1.2
,3.2,1.9
,-0.3,-0.4
,0.2,0.4
,2.8,1.1
,-0.2,-0.4
,0.4,0.5
,0.8,0.8
,-0.1,2.0
,1.3,1.0
,2.0,1.2
,9.6,5.8
,0.3,1.1
,-0.6,-0.3
,-0.1,0.6
,-0.7,-0.5
,-0.9,1.0
,0.4,1.6
,0.4,0.3
,1.5,4.2
,2.1,0.9
,0.9,1.3
,-0.6,-0.4
,-0.4,-0.5
,0.6,1.1
,2.0,0.4
,1.0,0.8
,1.6,1.0
,-0.4,1.1
,2.3,3.3
,2.3,0.6
,-0.2,1.4
,0.1,-0.4
,-0.7,-0.5
,1.4,1.1
,2.2,1.0
,2.5,0.7
,-0.1,-0.4
,0.8,2.0
,1.6,1.3
,1.6,0.4
,0.4,2.2
,3.3,2.8
,2.3,0.6
,0.1,-0.3
,-0.6,1.0
,2.5,0.5
,-0.1,-0.3
,0.2,-0.4
,4.7,3.2667713450332885
,-0.2,-0.5
,-0.6,0.356615766616148
,0.9,0.6
,-0.4,-0.4
,2.4,2.5
,-0.9,-0.4
,-0.1,1.6
,0.8,1.7818940461176136
,0.5,0.7
,0.5,2.2
,0.1,0.8
,0.1,0.2
,-0.5,1.3
,0.1,-0.5
,2.1,2.1
,2.3,2.5
,-0.9,-0.4
,-0.1,-0.5
,0.1,-0.3
,0.3,0.4
,0.6,0.7
,0.4,-0.1
,0.3,0.2
,0.6,1.6
,4.2,1.2
,0.4,0.3
,2.8,1.0861671881359796
,-0.2,0.4
,-0.4,-0.5
,-1.0,-0.5
,-1.0,-0.4
,2.6,0.6
,0.2,1.4
,0.2,1.1
,-0.3,0.1
,0.7,1.3
,5.8,2.314595769844364
,2.0,0.5
,-1.4,0.3
,-0.5,-0.4
,6.4,4.7
,1.4,0.1
,1.8,0.4
,3.0,1.0
,1.6,1.7
,-0.7,-0.5
,0.1,-0.4
,-0.9,0.7
,1.0,0.2
,1.7,0.4
,3.8,4.0
,1.4,0.4
,3.4,2.8
,-0.2,-0.3
,-0.2,0.8
,0.4,1.3
,-0.2,0.8
,-0.7,1.8237333772991593
,-0.6,0.8
,0.1,0.3
,-0.2,-0.4
,-0.4,0.2
,-0.4,0.2
,-0.6,-0.3
,-0.2,-0.4
,-0.8,0.2
,-0.7,-0.3
,-0.8,1.2
,0.1,-0.4
,6.9,3.3
,1.1,-0.1
,3.6,3.1
,-0.7,-0.3
,1.8,0.8
,-0.1,-0.4
,0.1,0.8
,-0.1,-0.3
,2.7,2.1
,-0.2,0.2
,2.0,0.9
,0.7,1.0
,0.5,0.5
,2.4,3.2398578202647648
,3.6,1.8
,0.8,0.2
,-0.4,0.2
,2.0,2.6
,1.5,1.9
,0.6,1.2
,0.3,0.4
,0.7,0.2
,-0.6,1.1
,-0.2,0.7
,5.4,2.2
,1.8,1.3
,3.7,2.0
,1.1,1.3
,0.1,-0.4
,1.7,2.4
,0.2,-0.4
,0.1,2.4
,-0.2,-0.4
,0.3,0.2
,0.1,1.2893631948315956
,2.3,1.6
,0.1,0.2
,-0.9,-0.5
,0.6,0.9
,0.5,1.2
,1.3,0.4
,0.5,0.6
,0.6,0.47851616120124885
,4.0,0.5
,0.3,1.1
,0.1,-0.3
,2.7,2.5
,3.1,1.0
,0.8,0.3
,5.2,2.6691016609508074
,2.7,3.5
,-0.1,-0.5
,1.6,1.8008379519029605
,-0.1,-0.4
,1.3,1.2
,-0.7,-0.4
,0.4,0.7
,-0.2,-0.4
,5.1,3.4
,0.6,0.5
,-0.1,1.4
,-0.6,0.2
,0.3,0.6
,-0.2,-0.4
,-0.1,0.6
,0.5,0.4
,2.3,2.3
,1.4,0.6
,9.8,7.196277928903714
,1.8,1.5
,0.4,0.3
,0.2,0.3
,0.7,0.3
,-0.9,1.0
,0.6,0.3
,-0.6,-0.4
,-0.1,-0.4
,-0.5,-0.4
,4.9,1.4
,0.5,0.41312385327549334
,0.1,0.3
,1.6,0.6
,-0.5,0.6
,2.7,1.2
,-0.7,-0.4
,-0.3,0.5
,3.8,1.5548298080213556
,0.5,0.9
,0.7,1.0
,0.6,1.3
,3.7,2.0
,0.1,2.0
,-0.1,0.1
,0.1,1.2
,3.9,3.5461719571178305
,-0.1,-0.4
,0.2,0.3
,0.3,1.4
,-0.3,-0.3
,0.1,0.3135510135879591
,-0.9,0.6
,1.4,1.6
,0.4,0.5
,-0.2,-0.4
,2.4,0.7
,6.1,2.6
,2.3,2.6
,-0.2,-0.5
,0.1,-0.4
,1.1,1.5
,-0.1,-0.4
,-0.7,-0.5925612785651415
,1.4,0.9
,0.5,0.6
,1.6,2.2
,6.0,3.9
